1gram,freq1,2gram,freq2,3gram,freq3,4gram,freq4,5gram,freq5,6gram,freq6
soir,7876,à lui,3788,un de ses,676,à la cour de,157,de la même manière que,47,de la force et de la,17
comte,7836,un autre,3783,aussi bien que,676,je ne vous ai,157,je ne sais pas pourquoi,47,sur le pas de la porte,17
vos,7823,eh bien,3779,et il y,673,de part et d'autre,157,de temps en temps des,47,paris le ventose an mars ,17
mot,7821,ce moment,3777,le jour où,670,dans tous les cas,156,il n'y a que la,47,bulletin de la grande armée la,17
grands,7816,à leur,3775,un jeune homme,667,peu de temps après,156,le thermidor an juillet ,47,je ne sais pas si je,17
l'homme,7698,le jour,3769,est vrai que,667,ce que vous me,156,où il y a un,47,sagard hist du canada p ,17
raison,7680,ne sont,3757,de ces deux,666,n'y a plus de,156,mon père et ma mère,47,il n'y a pas de mal,17
maintenant,7662,sur son,3727,et tous les,666,il y a longtemps,155,je vous avoue que je,46,- - -  - -,17
sera,7638,et ce,3726,mais il est,666,ou tout au moins,155,il est vrai que la,46,n'a pas eu le temps de,17
force,7615,de les,3719,que dans les,661,tout de suite il,154,ce n'est pas la peine,46,de madame la duchesse de berry,17
laquelle,7489,et son,3711,qu'il n'y a,660,de son père et,153,dont je vous ai parlé,46,au caire le thermidor an juillet,17
doit,7463,est un,3710,de tout le,659,au-dessus de sa tête,152,il y a tant de,46,où il y a quantité de,17
qu'une,7415,des hommes,3708,de la jeune,658,que je n'avais pas,152,le messidor an juillet ,46,an juin  bonaparte général en,17
partie,7405,et qu'il,3703,à cette heure,658,il est vrai mais,152,bout à l'autre de la,46,de la maîtresse de la maison,17
ton,7370,de paris,3691,sur la route,658,à la hauteur de,151,je ne pense pas que,46,il y en a qui sont,17
ah,7344,et une,3689,de la plus,657,du matin au soir,151,le père et le fils,46,juin  bonaparte général en chef,17
loin,7332,comme le,3687,entre les mains,654,tout ce que j'ai,150,de la chambre à coucher,46,comte de bussy a paris ce,17
pu,7260,pas la,3681,de son mari,653,bulletin de la grande,150,et il n'y a pas,46,grignan de mme de sévigné a,17
parler,7255,je lui,3662,au nom de,650,il faut que vous,150,je ne le crois pas,46,à tous les points de vue,17
dit-il,7234,le lendemain,3644,de ma vie,650,tout le monde se,149,roi et de la reine,46,le ventose an mars  au,17
effet,7185,dont le,3642,que m de,644,les uns les autres,149,de sa femme et de,46,première fois de sa vie il,16
quoi,7157,car il,3628,le long des,643,il y a quelque,149,de grignan a paris vendredi,46,max i  il y a,16
pris,7134,que par,3627,ne voulait pas,641,y a des gens,148,au moment où il allait,46,parut sur le seuil de la,16
seule,7116,ne lui,3621,qui n'est pas,638,je ne comprends pas,148,de plus en plus à,45,n'y a pas de raison pour,16
peuple,7105,et vous,3619,la porte du,631,que nous venons de,148,bonaparte au caire le fructidor,45,office colonial papers vol vi art,16
nature,7093,de mes,3614,que je le,628,la tête de la,147,du niveau de la mer,45,de grignan de mme de sévigné,16
lui-même,7039,qui sont,3607,de sorte que,628,vous ne voulez pas,147,pour la première fois il,45,qu'il y a quelque chose de,16
va,7001,de votre,3593,le point de,627,en ce moment le,147,je ne sais combien de,45,n'en est pas de même de,16
part,6973,que cette,3576,en un mot,626,ce n'est pas que,146,sur la pointe du pied,45,ce qui se passait dans son,16
venait,6959,la guerre,3568,les yeux de,626,ne sont que des,146,il faut que ce soit,45,bonaparte au camp devant acre le,16
fond,6920,sous les,3528,ce que les,625,n'en est pas moins,146,je ne veux pas vous,45,pieds au-dessus du niveau de la,16
sais,6906,de même,3513,le marquis de,621,que je ne le,146,je vous ai dit que,45,rien de mieux à faire que,16
d'autres,6904,milieu de,3499,je n'ai jamais,620,m le duc d'orléans,145,mais je ne suis pas,45,je t'embrasse de toute mon ame,16
pauvre,6898,la grande,3478,heures du soir,619,tout ce qui peut,144,il se mit à rire,45,de la maison thomson et french,16
avez,6888,à qui,3474,le plus souvent,618,de l'autre côté du,144,dans la poche de son,45,n'y a pas de temps à,16
beau,6873,que c'est,3466,la peine de,617,en se tournant vers,144,il faut que je me,45,lui prit la main et la,16
oui,6873,la chambre,3460,on ne sait,616,de la cour de,144,tout à coup il se,45,à la vie et à la,16
maître,6873,sous la,3440,tous les autres,615,qu'il ne faut pas,144,de madame la duchesse de,45,ce n'est pas ici le lieu,16
dès,6863,si elle,3438,je vous le,615,et il n'y a,144,la liberte de la presse,45,à la fin du siècle dernier,16
rue,6746,que son,3437,salle à manger,615,ce n'est pas le,144,de tout le monde et,44,de tout ce qu'il y a,16
cent,6709,quand on,3432,la place de,613,il me semblait que,143,où il y a des,44,sur le rivage de la mer,16
ayant,6680,qui nous,3417,tous les deux,613,la manière la plus,143,fit un signe de tête,44,le duc de la tour d'embleuse,16
sorte,6627,et nous,3410,grand nombre de,611,le point de vue,142,au bout de quelques instants,44,passeriano le fructidor an septembre au,16
devait,6605,les femmes,3405,cinq ou six,610,quant à moi je,142,il y en avait une,44,caire le prairial an juin ,16
vieux,6604,pour moi,3390,et les plus,609,le comte de la,142,à dix heures du soir,44,serrés les uns contre les autres,16
p,6585,le même,3384,de manière à,603,et je ne sais,142,il y a des choses,44,colonial papers vol vi art ,16
lettre,6576,tout de,3375,ce que le,603,de la nature et,142,je ne sais pas comment,44,sur le champ de bataille de,16
lorsque,6573,ne sais,3357,de la salle,601,il y a toujours,141,messidor an juin  au,44,ce qui vient de se passer,16
prince,6562,n'avait pas,3353,dans la nuit,600,à côté de lui,141,fur et à mesure que,44,ma foi je n'en sais rien,16
cinq,6524,ils se,3348,tous les hommes,599,de la part du,141,la rive gauche de la,44,toutes les classes de la société,16
vrai,6522,n'a pas,3343,au bord de,598,au lieu de se,141,ce que vous venez de,44,en la forest de longue actente,16
mer,6513,qui ont,3339,de la table,597,ne sont pas les,141,dans les premiers jours de,44,en est de même pour les,16
l'air,6472,et sans,3329,de la tête,596,je ne me suis,141,il y a dans la,43,à  e à  e,16
mois,6428,est le,3313,dans la cour,595,le seuil de la,140,sous le rapport de la,43,je ne vous en veux pas,16
mettre,6424,et sa,3305,ce que la,594,et de toutes les,140,tout ce que vous me,43,à la pointe du jour le,16
matin,6258,on a,3304,qui ne sont,594,de ne pas être,140,il y a huit jours,43,il n'en était pas de même,16
quel,6257,sur une,3304,de toute la,594,de sa femme et,140,je ne me souviens pas,43,- -  - - -,16
aurait,6257,de moi,3296,de la peine,593,y en a qui,140,où il y a une,43,il y en a un qui,16
l'un,6193,en lui,3296,de même que,593,comme tout le monde,140,et je ne veux pas,43,il me semble que je ne,16
tour,6174,un petit,3275,ce qui lui,593,mlle de la mole,140,tout ce qui n'était pas,43,sur le pas de sa porte,15
cause,6138,au lieu,3273,il a été,591,de tous les hommes,140,y a longtemps que je,43,de ce qui se passe dans,15
pourquoi,6128,nous sommes,3272,la femme de,590,je n'en sais rien,139,le bord de la mer,43,ce que vous venez de me,15
allait,6106,celui qui,3266,la main et,590,il y avait à,139,les mains derrière le dos,43,de sa femme et de ses,15
quelle,6104,celle de,3265,à la suite,590,ce qui est de,138,du comité de salut public,42,ne suis pas de ceux qui,15
surtout,6060,ses yeux,3257,celle de la,590,je ne suis plus,138,il y a dans le,42,au caire le prairial an juin,15
pouvoir,6045,une grande,3254,et comme il,589,la place de la,138,au caire le frimaire an,42,o satan prends pitié de ma,15
francs,6037,de nous,3247,dans un coin,589,ce n'est pas pour,138,de plus en plus dans,42,app  note app  note,15
passer,6005,pour se,3221,peu de temps,584,que je lui ai,137,il n'y avait point de,42,avait pas de temps à perdre,15
droit,5979,comme les,3206,il se mit,583,il ne fallait pas,137,caire le messidor an juin,42,et sous son oeil l'anglaise barque,15
furent,5978,beaucoup de,3201,la voix de,582,en ce moment la,137,mais il n'y a pas,42,de sa femme et de sa,15
ami,5975,lui avait,3195,de l'autre côté,581,à partir de ce,137,la mort de son mari,42,à partir de ce moment il,15
guerre,5947,son père,3192,de nos jours,580,comme un homme qui,136,où il y a de,42,à un quart de lieue de,15
d'abord,5934,les mains,3191,a pas de,578,ce qui fait que,136,du côté de la mer,42,bonaparte au caire le prairial an,15
enfants,5931,le duc,3182,comme si elle,578,je ne connais pas,136,ce que je sais c'est,42,réponse du premier consul à une,15
m'a,5856,en se,3176,je lui ai,577,le temps de se,136,où il y avait des,42,du vers au vers  comment,15
d'ailleurs,5829,à mon,3162,celui de la,575,le roi de navarre,136,tout ce qui n'est pas,41,je ne demande pas mieux que,15
haut,5822,pour un,3144,en quelque sorte,574,à la fois et,135,devenait de plus en plus,41,satan prends pitié de ma longue,15
disait,5799,qui en,3142,à la vie,574,il n'y avait que,135,des phénomènes de la vie,41,camp devant acre le floréal an,15
pieds,5789,sa vie,3134,à la maison,573,à la surface de,135,pour la première fois le,41,prends pitié de ma longue misère,15
feu,5774,c'est une,3128,si ce n'est,572,au lieu de la,135,voir p note  note,41,m le ministre des travaux publics,15
vue,5753,plus tard,3123,bord de la,571,au moment où elle,135,qui venait de se passer,41,bonaparte malte le prairial an juin,15
avons,5748,mais le,3120,ceux qui ont,570,le nom de la,134,le long de la coste,41,je ne dis pas cela pour,15
j'avais,5735,de voir,3118,et les autres,568,tout à coup la,134,mais il n'en est pas,41,ce que je puis vous dire,15
longtemps,5717,la jeune,3117,le prince de,568,je ne voudrais pas,134,de la peine de mort,41,de ce qu'il y a de,15
pourtant,5690,le jeune,3116,pas de la,567,comme nous l'avons dit,134,fo  p l et,41,une partie de la nuit à,15
rendre,5676,de deux,3111,si vous voulez,567,il ne voulait pas,133,pour ce qui est des,41,le pluviose an février  au,15
quant,5666,le grand,3103,çà et là,566,puis tout à coup,133,moins que ce ne soit,41,a pas de temps à perdre,15
fût,5654,une femme,3102,de tant de,566,à l'entrée de la,133,de son père et de,41,de sa majesté à l'adresse du,15
cour,5651,une fois,3101,ce que c'est,565,à la fois de,133,bonaparte au caire le frimaire,41,droits de l'homme et du citoyen,15
plaisir,5643,qui la,3093,femme de chambre,565,quoi que ce soit,133,du bien et du mal,41,passa dans la salle à manger,15
six,5622,le prince,3089,et dans le,564,il est difficile de,133,il ne faut pas croire,41,et à partir de ce moment,15
besoin,5583,nous nous,3057,le jour de,563,y a quelque chose,132,en face l'un de l'autre,41,dans la salle à manger où,15
fin,5579,une autre,3057,la vie et,562,de la rue des,132,de grignan a paris mercredi,41,du premier consul à une députation,15
aller,5564,la fin,3054,il n'avait pas,561,les deux jeunes gens,132,il y avait dans le,41, réponse du premier consul à,15
famille,5558,la place,3052,et dans la,560,bien de la peine,132,tout ce qui se passait,41,comme nous venons de le dire,15
bout,5547,lieu de,3049,n'y a que,558,madame la duchesse de,132,le ciel et la terre,40,dans les entrailles de la terre,15
demanda,5540,de toute,3046,la vue de,556,un coin de la,131,an juillet  au général,40,ni les uns ni les autres,15
autour,5536,au moins,3044,à la mort,556,ce n'est pas à,131,il y avait là un,40,sur la surface de la terre,15
trouver,5515,venait de,3033,à ne pas,556,ils ne sont pas,131,une partie de la nuit,40,au coin de la rue des,15
suite,5512,il fut,3024,sur la place,554,de la cour et,131,n'ai pas besoin de vous,40,je ne suis pas de ceux,15
nouveau,5489,ils ne,3018,et qui se,552,je ne savais pas,131,des mille et une nuits,40,les uns sur les autres et,15
donné,5463,autour de,3009,sur la tête,550,où il n'y a,131,de plus ou de moins,40,ce que j'ai à vous dire,15
manière,5451,ce sont,3002,dans ses bras,550,au moment où la,130,la tombée de la nuit,40,je ne suis pas fâché de,15
nombre,5433,la petite,2994,et la plus,550,le fond de la,130,je ne veux pas qu'on,40,réponse de sa majesté à l'adresse,15
sens,5410,de france,2992,la cour de,548,de la mer et,130,la plus grande partie des,40,il n'y a pas lieu de,15
bas,5407,je crois,2985,la chambre de,548,de la guerre et,130,au-dessus du niveau de la,40,sous son oeil l'anglaise barque il,15
êtes,5397,vous le,2964,tour à tour,547,ne sais pas ce,129,à la chambre des pairs,40,sur la rive droite de la,15
enfant,5376,vers le,2964,et que vous,547,peu à peu les,129,ce que c'est que le,40,il y a des hommes qui,15
dix,5374,celui de,2960,ce que tu,546,car il y a,129,si vous ne voulez pas,40,il y eut un instant de,15
reine,5365,moi je,2953,et il est,544,dans un coin de,129,en est de même de,40,de toute la force de ses,15
trouve,5364,ainsi que,2945,que tout le,543,et tout ce qui,129,nous venons de le dire,40,ce qui se passait dans le,15
vit,5352,je vais,2936,faut que je,542,vers la fin du,129,a partir de ce moment,40,acre le floréal an mai ,14
amis,5322,elle a,2930,parce que je,542,de deux ou trois,129,et pour la première fois,40,sur les origines de l'egypte i,14
savoir,5312,mais elle,2925,de la place,539,qu'il n'y avait pas,129,les mains dans les poches,40,recherches sur les origines de l'egypte,14
prit,5286,de cet,2917,porte de la,537,à la mort de,129,du prince de la paix,40,j'ai eu l'honneur de vous le,14
tandis,5282,pas que,2898,la cause de,537,dans la maison de,129,le son de sa voix,40,est ce qu'il y a de,14
font,5279,rien de,2892,dans le pays,537,sur les bords de,128,fo  § p l,40,on n'a pas le droit de,14
s'est,5268,à coup,2887,mais il y,537,ce qui s'est passé,128,le fructidor an août ,40,l'auteur de l'histoire de la colonie,14
aujourd'hui,5255,que si,2884,de se faire,536,avec le plus grand,128,et il me semble que,40,mais ce ne fut pas sans,14
ciel,5237,en un,2879,à coups de,535,de la manière la,128,il y a là un,40,dresser les cheveux sur la tête,14
aucun,5206,vous en,2877,de temps à,534,et tout de suite,128,de m le duc d'orléans,39,je vous embrasse de tout mon,14
bois,5199,coup de,2876,un grand nombre,532,ce que vous voudrez,128,dont nous venons de parler,39,bulletin de la grande armée l'empereur,14
d'avoir,5198,et plus,2875,les gens de,532,les uns sur les,128,la salle à manger et,39,gouverneur et capitaine général de la,14
duc,5196,un de,2867,de le faire,532,les bords de la,128,le ventose an mars ,39,dans la salle à manger et,14
heure,5184,au moment,2865,de la première,531,a quelque chose de,128,il y avait plus de,39,il n'y a point de doute,14
semblait,5172,à travers,2864,ne serait pas,530,partir de ce moment,128,à huit heures du soir,39,mémoires relatifs à l'histoire de france,14
derrière,5157,c'est que,2862,autour de la,529,les lois de la,128,de la vie et de,39,a bien de la peine à,14
lit,5142,temps de,2853,près de lui,529,que ce ne soit,128,tout ce que vous avez,39,dans le silence de la nuit,14
malgré,5132,de dieu,2845,moi je ne,528,on ne sait pas,128,à la hauteur de la,39,il n'y a pas à dire,14
long,5110,un instant,2838,dans le même,527,ne sont pas des,128,pour la première fois la,39,réponse au questionnaire  élève d'école,14
tel,5108,qu'il est,2836,que les hommes,526,il y a encore,128,de m le duc de,39,au coin de la rue du,14
reprit,5100,le soir,2834,des gens qui,526,m de la mole,128,à ce point de vue,39,tout ce que je puis faire,14
voulait,5077,a fait,2832,de la nation,525,bien que je ne,127,à la place de la,39,où il n'y a point de,14
lequel,5067,moment où,2832,que toutes les,525,le procureur du roi,127,au bout de dix minutes,39,ce qu'il y avait à faire,14
s'y,5060,qu'on ne,2832,ce qui me,524,de grignan a paris,127,le coin de la rue,39,il faut que vous sachiez que,14
